id_fix,id_ave,especie,nombre_comun,sexo,timestamp,fecha_hora_local,lon,lat,x_utm,y_utm,hdop,n_sat,bateria_v
7155,ANS03,Anser anser,Ánsar común,H,2020-01-25T19:01:10Z,2020-01-25 20:01:10,-6.246456,36.964819,745138.7,4094513.3,1.3,9,3.79
7156,ANS03,Anser anser,Ánsar común,H,2020-01-25T20:01:59Z,2020-01-25 21:01:59,-6.246744,36.963841,745116.2,4094404.0,1.7,10,3.71
7157,ANS03,Anser anser,Ánsar común,H,2020-01-25T21:00:11Z,2020-01-25 22:00:11,-4.214127,36.115109,930865.6,4007336.6,2.0,5,3.73
7158,ANS03,Anser anser,Ánsar común,H,2020-01-25T22:00:55Z,2020-01-25 23:00:55,-6.24685,36.964476,745104.7,4094474.2,1.3,8,3.77
7159,ANS03,Anser anser,Ánsar común,H,2020-01-25T23:00:50Z,2020-01-26 00:00:50,-6.246534,36.964154,745133.9,4094439.3,3.1,8,3.76
7160,ANS03,Anser anser,Ánsar común,H,2020-01-26T00:00:15Z,2020-01-26 01:00:15,-6.24667,36.963983,745122.3,4094419.9,3.4,10,3.85
7161,ANS03,Anser anser,Ánsar común,H,2020-01-26T01:00:23Z,2020-01-26 02:00:23,-6.247292,36.963751,745067.7,4094392.6,1.3,10,3.73
7162,ANS03,Anser anser,Ánsar común,H,2020-01-26T02:00:37Z,2020-01-26 03:00:37,-6.24708,36.963771,745086.5,4094395.4,1.7,7,3.72
7163,ANS03,Anser anser,Ánsar común,H,2020-01-26T03:00:07Z,2020-01-26 04:00:07,-6.246754,36.963951,745114.9,4094416.2,2.8,12,3.68
7164,ANS03,Anser anser,Ánsar común,H,2020-01-26T04:01:31Z,2020-01-26 05:01:31,-6.246277,36.963279,745159.6,4094342.9,2.6,7,3.76
7165,ANS03,Anser anser,Ánsar común,H,2020-01-26T05:00:34Z,2020-01-26 06:00:34,-6.246922,36.964317,745098.8,4094456.4,2.1,9,3.74
7166,ANS03,Anser anser,Ánsar común,H,2020-01-26T06:00:10Z,2020-01-26 07:00:10,-6.24718,36.964727,745074.5,4094501.3,1.7,7,3.82
7167,ANS03,Anser anser,Ánsar común,H,2020-01-26T07:00:59Z,2020-01-26 08:00:59,-6.262524,37.024173,743518.4,4101058.5,1.1,6,3.84
7168,ANS03,Anser anser,Ánsar común,H,2020-01-26T08:01:20Z,2020-01-26 09:01:20,-6.259443,37.023222,743795.6,4100960.9,1.7,5,4.03
7169,ANS03,Anser anser,Ánsar común,H,2020-01-26T09:00:18Z,2020-01-26 10:00:18,-6.26086,37.026195,743660.0,4101287.1,1.5,10,3.98
7170,ANS03,Anser anser,Ánsar común,H,2020-01-26T10:02:11Z,2020-01-26 11:02:11,-6.261717,37.021256,743599.6,4100736.8,1.3,12,4.05
7171,ANS03,Anser anser,Ánsar común,H,2020-01-26T11:00:07Z,2020-01-26 12:00:07,-6.26185,37.023622,743580.2,4100999.1,1.3,9,4.1
7172,ANS03,Anser anser,Ánsar común,H,2020-01-26T12:01:39Z,2020-01-26 13:01:39,-6.259308,37.021552,743813.0,4100775.9,2.0,11,4.1
7173,ANS03,Anser anser,Ánsar común,H,2020-01-26T13:01:13Z,2020-01-26 14:01:13,-6.261119,37.02166,743651.5,4100783.2,1.4,6,4.12
7174,ANS03,Anser anser,Ánsar común,H,2020-01-26T14:00:23Z,2020-01-26 15:00:23,-6.259923,37.023551,743751.8,4100996.1,1.6,12,4.11
7175,ANS03,Anser anser,Ánsar común,H,2020-01-26T15:00:40Z,2020-01-26 16:00:40,-6.258062,37.022361,743921.2,4100868.8,1.9,6,4.05
7176,ANS03,Anser anser,Ánsar común,H,2020-01-26T16:00:50Z,2020-01-26 17:00:50,-6.257146,37.022372,744002.7,4100872.4,2.5,5,3.94
7177,ANS03,Anser anser,Ánsar común,H,2020-01-26T18:01:20Z,2020-01-26 19:01:20,-6.249537,36.905864,745053.2,4087963.3,1.4,5,3.79
7178,ANS03,Anser anser,Ánsar común,H,2020-01-26T19:01:17Z,2020-01-26 20:01:17,-6.248849,36.906315,745113.1,4088015.1,1.4,6,3.76
7179,ANS03,Anser anser,Ánsar común,H,2020-01-26T20:02:09Z,2020-01-26 21:02:09,-6.249006,36.906126,745099.7,4087993.7,1.4,12,3.78
7180,ANS03,Anser anser,Ánsar común,H,2020-01-26T21:01:27Z,2020-01-26 22:01:27,-6.248755,36.90689,745119.6,4088079.1,1.2,5,3.75
7181,ANS03,Anser anser,Ánsar común,H,2020-01-26T22:01:55Z,2020-01-26 23:01:55,-6.248425,36.906406,745150.6,4088026.2,2.1,10,3.79
7182,ANS03,Anser anser,Ánsar común,H,2020-01-26T23:02:11Z,2020-01-27 00:02:11,-6.249454,36.90594,745060.4,4087971.9,2.3,9,3.69
7183,ANS03,Anser anser,Ánsar común,H,2020-01-27T00:01:48Z,2020-01-27 01:01:48,-6.248661,36.906144,745130.3,4087996.5,2.3,9,3.69
7184,ANS03,Anser anser,Ánsar común,H,2020-01-27T01:00:22Z,2020-01-27 02:00:22,-6.249188,36.906823,745081.3,4088070.6,1.3,7,3.75
7185,ANS03,Anser anser,Ánsar común,H,2020-01-27T02:00:34Z,2020-01-27 03:00:34,-6.247856,36.906197,745201.9,4088004.6,1.1,8,3.71
7186,ANS03,Anser anser,Ánsar común,H,2020-01-27T03:02:14Z,2020-01-27 04:02:14,-6.248693,36.905655,745129.1,4087942.2,1.2,8,3.77
7187,ANS03,Anser anser,Ánsar común,H,2020-01-27T04:00:52Z,2020-01-27 05:00:52,-6.24842,36.905724,745153.2,4087950.6,2.9,8,3.8
7188,ANS03,Anser anser,Ánsar común,H,2020-01-27T05:01:46Z,2020-01-27 06:01:46,-6.248176,36.906188,745173.5,4088002.8,0.9,5,3.74
7189,ANS03,Anser anser,Ánsar común,H,2020-01-27T06:01:12Z,2020-01-27 07:01:12,-6.249053,36.906377,745094.7,4088021.4,2.5,12,3.77
7190,ANS03,Anser anser,Ánsar común,H,2020-01-27T07:02:15Z,2020-01-27 08:02:15,-6.148836,37.055263,753530.5,4104805.8,2.4,7,3.89
7191,ANS03,Anser anser,Ánsar común,H,2020-01-27T08:00:01Z,2020-01-27 09:00:01,-6.149152,37.055115,753503.0,4104788.7,1.7,12,3.98
7192,ANS03,Anser anser,Ánsar común,H,2020-01-27T09:01:27Z,2020-01-27 10:01:27,-6.148083,37.0563,753594.1,4104923.0,1.6,6,4.04
7193,ANS03,Anser anser,Ánsar común,H,2020-01-27T10:01:26Z,2020-01-27 11:01:26,-6.148403,37.053849,753573.7,4104650.1,1.1,5,4.12
7194,ANS03,Anser anser,Ánsar común,H,2020-01-27T11:02:08Z,2020-01-27 12:02:08,-6.147878,37.054759,753617.4,4104752.5,1.9,7,4.07
7195,ANS03,Anser anser,Ánsar común,H,2020-01-27T12:00:27Z,2020-01-27 13:00:27,-6.146791,37.052477,753721.7,4104502.2,2.9,9,4.06
7196,ANS03,Anser anser,Ánsar común,H,2020-01-27T13:02:29Z,2020-01-27 14:02:29,-6.145453,37.05549,753830.7,4104840.1,2.2,9,4.15
7197,ANS03,Anser anser,Ánsar común,H,2020-01-27T14:01:06Z,2020-01-27 15:01:06,-6.144864,37.055395,753883.4,4104831.2,1.3,10,4.08
7198,ANS03,Anser anser,Ánsar común,H,2020-01-27T15:00:30Z,2020-01-27 16:00:30,-6.148514,37.054965,753560.2,4104773.7,3.2,6,4.0
7199,ANS03,Anser anser,Ánsar común,H,2020-01-27T16:00:59Z,2020-01-27 17:00:59,-6.142655,37.055672,754078.9,4104867.7,1.2,7,3.97
7200,ANS03,Anser anser,Ánsar común,H,2020-01-27T19:00:52Z,2020-01-27 20:00:52,-5.566648,36.389005,807968.0,4032574.2,13.5,3,3.81
7201,ANS03,Anser anser,Ánsar común,H,2020-01-27T20:02:14Z,2020-01-27 21:02:14,-6.24898,36.906297,745101.5,4088012.8,2.2,5,3.75
7202,ANS03,Anser anser,Ánsar común,H,2020-01-27T21:00:08Z,2020-01-27 22:00:08,-6.248048,36.905806,745186.1,4087960.7,1.3,10,3.78
7203,ANS03,Anser anser,Ánsar común,H,2020-01-27T22:01:06Z,2020-01-27 23:01:06,-6.248573,36.906572,745136.8,4088044.3,1.2,5,3.83
7204,ANS03,Anser anser,Ánsar común,H,2020-01-27T23:01:49Z,2020-01-28 00:01:49,-6.248677,36.906275,745128.5,4088011.1,1.9,6,3.68
7205,ANS03,Anser anser,Ánsar común,H,2020-01-28T00:00:43Z,2020-01-28 01:00:43,-6.248672,36.906235,745129.1,4088006.7,0.9,6,3.75
7206,ANS03,Anser anser,Ánsar común,H,2020-01-28T01:00:03Z,2020-01-28 02:00:03,-6.248473,36.906435,745146.2,4088029.3,1.2,10,3.72
7207,ANS03,Anser anser,Ánsar común,H,2020-01-28T02:02:26Z,2020-01-28 03:02:26,-6.248191,36.90598,745172.8,4087979.5,1.6,12,3.79
7208,ANS03,Anser anser,Ánsar común,H,2020-01-28T03:00:32Z,2020-01-28 04:00:32,-6.248364,36.906225,745156.6,4088006.3,1.0,11,3.69
7209,ANS03,Anser anser,Ánsar común,H,2020-01-28T04:02:26Z,2020-01-28 05:02:26,-6.24912,36.905893,745090.3,4087967.6,1.2,11,3.67
7210,ANS03,Anser anser,Ánsar común,H,2020-01-28T05:00:07Z,2020-01-28 06:00:07,-6.248386,36.906367,745154.2,4088022.0,1.2,11,3.75
7211,ANS03,Anser anser,Ánsar común,H,2020-01-28T06:01:09Z,2020-01-28 07:01:09,-6.249074,36.906319,745093.0,4088014.9,1.7,7,3.84
7212,ANS03,Anser anser,Ánsar común,H,2020-01-28T07:02:10Z,2020-01-28 08:02:10,-6.170799,37.061354,751557.0,4105423.4,1.2,6,3.93
7213,ANS03,Anser anser,Ánsar común,H,2020-01-28T08:01:29Z,2020-01-28 09:01:29,-6.17204,37.05927,751453.5,4105188.9,1.7,9,3.97
7214,ANS03,Anser anser,Ánsar común,H,2020-01-28T09:00:17Z,2020-01-28 10:00:17,-6.169961,37.060093,751635.7,4105285.7,1.1,6,4.0
7215,ANS03,Anser anser,Ánsar común,H,2020-01-28T10:02:03Z,2020-01-28 11:02:03,-6.167702,37.059873,751837.4,4105267.2,2.1,10,4.06
7216,ANS03,Anser anser,Ánsar común,H,2020-01-28T11:02:20Z,2020-01-28 12:02:20,-6.172285,37.061583,751424.1,4105444.9,1.7,12,4.06
7217,ANS03,Anser anser,Ánsar común,H,2020-01-28T12:00:43Z,2020-01-28 13:00:43,-6.168639,37.062435,751745.5,4105549.1,1.3,8,4.09
7218,ANS03,Anser anser,Ánsar común,H,2020-01-28T13:02:19Z,2020-01-28 14:02:19,-6.174552,37.058738,751231.8,4105123.2,2.3,5,4.15
7219,ANS03,Anser anser,Ánsar común,H,2020-01-28T14:02:22Z,2020-01-28 15:02:22,-6.172158,37.059258,751443.1,4105187.2,1.7,6,4.06
7220,ANS03,Anser anser,Ánsar común,H,2020-01-28T15:00:14Z,2020-01-28 16:00:14,-6.172774,37.059574,751387.2,4105220.6,0.8,11,4.05
7221,ANS03,Anser anser,Ánsar común,H,2020-01-28T16:02:23Z,2020-01-28 17:02:23,-6.170129,37.061475,751616.1,4105438.6,2.4,7,3.95
7222,ANS03,Anser anser,Ánsar común,H,2020-01-28T17:02:12Z,2020-01-28 18:02:12,-6.172541,37.059734,751407.4,4105239.0,1.3,8,3.85
7223,ANS03,Anser anser,Ánsar común,H,2020-01-28T18:01:49Z,2020-01-28 19:01:49,-6.249007,36.906468,745098.5,4088031.7,3.0,9,3.74
7224,ANS03,Anser anser,Ánsar común,H,2020-01-28T19:02:16Z,2020-01-28 20:02:16,-6.248941,36.906464,745104.4,4088031.4,1.5,11,3.7
7225,ANS03,Anser anser,Ánsar común,H,2020-01-28T20:02:23Z,2020-01-28 21:02:23,-6.24803,36.906036,745187.0,4087986.3,1.5,10,3.75
7226,ANS03,Anser anser,Ánsar común,H,2020-01-28T21:01:31Z,2020-01-28 22:01:31,-6.248519,36.906152,745143.0,4087997.8,2.5,6,3.77
7227,ANS03,Anser anser,Ánsar común,H,2020-01-28T22:00:06Z,2020-01-28 23:00:06,-6.249689,36.90595,745039.4,4087972.4,1.8,12,3.78
7228,ANS03,Anser anser,Ánsar común,H,2020-01-28T23:01:22Z,2020-01-29 00:01:22,-6.2482,36.906283,745171.0,4088013.2,2.8,12,3.75
7229,ANS03,Anser anser,Ánsar común,H,2020-01-29T01:01:59Z,2020-01-29 02:01:59,-6.248725,36.905173,745127.7,4087888.7,2.9,10,3.7
7230,ANS03,Anser anser,Ánsar común,H,2020-01-29T02:02:00Z,2020-01-29 03:02:00,-6.247817,36.90601,745206.1,4087983.9,1.8,12,3.75
7231,ANS03,Anser anser,Ánsar común,H,2020-01-29T03:00:58Z,2020-01-29 04:00:58,-6.249255,36.906507,745076.3,4088035.4,2.0,8,3.75
7232,ANS03,Anser anser,Ánsar común,H,2020-01-29T04:02:02Z,2020-01-29 05:02:02,-6.248358,36.905989,745157.9,4087980.1,2.8,6,3.76
7233,ANS03,Anser anser,Ánsar común,H,2020-01-29T05:00:59Z,2020-01-29 06:00:59,-6.248672,36.905754,745130.7,4087953.2,1.5,7,3.78
7234,ANS03,Anser anser,Ánsar común,H,2020-01-29T06:01:03Z,2020-01-29 07:01:03,-6.248989,36.905598,745102.9,4087935.2,1.4,10,3.78
7235,ANS03,Anser anser,Ánsar común,H,2020-01-29T07:01:27Z,2020-01-29 08:01:27,-6.187261,37.052793,750121.1,4104429.9,2.1,10,3.97
7236,ANS03,Anser anser,Ánsar común,H,2020-01-29T08:00:44Z,2020-01-29 09:00:44,-6.188952,37.052828,749970.5,4104429.3,2.1,5,3.96
7237,ANS03,Anser anser,Ánsar común,H,2020-01-29T09:01:35Z,2020-01-29 10:01:35,-6.189424,37.051925,749931.6,4104327.9,1.2,6,3.99
7238,ANS03,Anser anser,Ánsar común,H,2020-01-29T10:02:17Z,2020-01-29 11:02:17,-6.189275,37.056506,749929.8,4104836.6,1.7,6,4.01
7239,ANS03,Anser anser,Ánsar común,H,2020-01-29T11:01:18Z,2020-01-29 12:01:18,-6.1859,37.056853,750228.8,4104884.0,2.1,6,4.12
7240,ANS03,Anser anser,Ánsar común,H,2020-01-29T12:01:39Z,2020-01-29 13:01:39,-6.185456,37.056054,750270.9,4104796.6,1.3,6,4.12
7241,ANS03,Anser anser,Ánsar común,H,2020-01-29T13:00:20Z,2020-01-29 14:00:20,-6.185744,37.053528,750253.6,4104515.5,1.7,11,4.09
7242,ANS03,Anser anser,Ánsar común,H,2020-01-29T15:01:41Z,2020-01-29 16:01:41,-6.183261,37.056266,750465.5,4104825.8,1.2,11,4.04
7243,ANS03,Anser anser,Ánsar común,H,2020-01-29T16:00:56Z,2020-01-29 17:00:56,-6.18522,37.056798,750289.5,4104879.7,1.4,7,3.94
7244,ANS03,Anser anser,Ánsar común,H,2020-01-29T17:01:36Z,2020-01-29 18:01:36,-6.186671,37.054892,750166.7,4104664.4,2.0,6,3.95
7245,ANS03,Anser anser,Ánsar común,H,2020-01-29T18:01:04Z,2020-01-29 19:01:04,-6.248294,36.90566,745164.7,4087943.8,1.9,11,3.82
7246,ANS03,Anser anser,Ánsar común,H,2020-01-29T19:01:13Z,2020-01-29 20:01:13,-6.248704,36.905989,745127.1,4087979.2,1.2,5,3.78
7247,ANS03,Anser anser,Ánsar común,H,2020-01-29T20:01:54Z,2020-01-29 21:01:54,-6.249338,36.905889,745070.9,4087966.6,1.1,7,3.77
7248,ANS03,Anser anser,Ánsar común,H,2020-01-29T21:01:55Z,2020-01-29 22:01:55,-6.248792,36.906338,745118.1,4088017.8,2.1,12,3.79
7249,ANS03,Anser anser,Ánsar común,H,2020-01-29T22:01:41Z,2020-01-29 23:01:41,-6.249125,36.905904,745089.8,4087968.7,2.9,7,3.71
7250,ANS03,Anser anser,Ánsar común,H,2020-01-29T23:01:08Z,2020-01-30 00:01:08,-6.248754,36.906073,745122.3,4087988.5,1.7,11,3.77
7251,ANS03,Anser anser,Ánsar común,H,2020-01-30T00:01:09Z,2020-01-30 01:01:09,-6.248526,36.906257,745142.0,4088009.5,2.1,5,3.74
7252,ANS03,Anser anser,Ánsar común,H,2020-01-30T01:01:02Z,2020-01-30 02:01:02,-6.248885,36.906058,745110.7,4087986.5,1.1,6,3.86
7253,ANS03,Anser anser,Ánsar común,H,2020-01-30T02:00:45Z,2020-01-30 03:00:45,-6.248771,36.906407,745119.7,4088025.5,1.9,10,3.8
7254,ANS03,Anser anser,Ánsar común,H,2020-01-30T03:01:19Z,2020-01-30 04:01:19,-6.248278,36.905934,745165.2,4087974.3,1.4,10,3.75
7255,ANS03,Anser anser,Ánsar común,H,2020-01-30T04:01:27Z,2020-01-30 05:01:27,-6.248438,36.906412,745149.4,4088026.9,1.5,12,3.78
7256,ANS03,Anser anser,Ánsar común,H,2020-01-30T05:00:36Z,2020-01-30 06:00:36,-6.248418,36.906402,745151.2,4088025.9,2.0,12,3.81
7257,ANS03,Anser anser,Ánsar común,H,2020-01-30T06:01:08Z,2020-01-30 07:01:08,-6.248348,36.906017,745158.7,4087983.3,1.3,12,3.73
7258,ANS03,Anser anser,Ánsar común,H,2020-01-30T07:00:06Z,2020-01-30 08:00:06,-6.207287,37.127657,748095.5,4112685.1,1.8,5,3.85
7259,ANS03,Anser anser,Ánsar común,H,2020-01-30T08:00:46Z,2020-01-30 09:00:46,-6.204894,37.129246,748303.0,4112867.7,1.2,11,3.98
7260,ANS03,Anser anser,Ánsar común,H,2020-01-30T09:02:08Z,2020-01-30 10:02:08,-6.205565,37.13,748240.9,4112949.7,1.9,11,4.01
7261,ANS03,Anser anser,Ánsar común,H,2020-01-30T10:00:51Z,2020-01-30 11:00:51,-6.205467,37.128841,748253.4,4112821.2,1.2,9,4.12
7262,ANS03,Anser anser,Ánsar común,H,2020-01-30T11:00:11Z,2020-01-30 12:00:11,-6.203548,37.131664,748414.6,4113139.6,1.6,12,4.09
7263,ANS03,Anser anser,Ánsar común,H,2020-01-30T12:02:03Z,2020-01-30 13:02:03,-6.206585,37.129106,748153.2,4112847.7,1.4,12,4.13
7264,ANS03,Anser anser,Ánsar común,H,2020-01-30T13:01:44Z,2020-01-30 14:01:44,-6.203525,37.127215,748431.2,4112645.9,1.5,10,4.15
7265,ANS03,Anser anser,Ánsar común,H,2020-01-30T14:00:25Z,2020-01-30 15:00:25,-6.20124,37.126239,748637.5,4112543.6,1.7,5,4.04
7266,ANS03,Anser anser,Ánsar común,H,2020-01-30T15:01:56Z,2020-01-30 16:01:56,-6.20412,37.12899,748372.6,4112841.3,1.4,5,4.05
7267,ANS03,Anser anser,Ánsar común,H,2020-01-30T16:01:12Z,2020-01-30 17:01:12,-6.20476,37.129902,748312.6,4112940.8,1.1,6,3.94
7268,ANS03,Anser anser,Ánsar común,H,2020-01-30T17:00:08Z,2020-01-30 18:00:08,-6.248715,36.905841,745126.6,4087962.9,2.1,11,3.9
7269,ANS03,Anser anser,Ánsar común,H,2020-01-30T18:00:29Z,2020-01-30 19:00:29,-6.248493,36.905829,745146.4,4087962.0,1.2,8,3.81
7270,ANS03,Anser anser,Ánsar común,H,2020-01-30T19:00:29Z,2020-01-30 20:00:29,-6.249358,36.905931,745069.0,4087971.1,2.6,11,3.7
7271,ANS03,Anser anser,Ánsar común,H,2020-01-30T20:01:13Z,2020-01-30 21:01:13,-6.248577,36.906253,745137.5,4088008.9,0.9,10,3.75
7272,ANS03,Anser anser,Ánsar común,H,2020-01-30T21:02:23Z,2020-01-30 22:02:23,-6.24852,36.906188,745142.8,4088001.8,2.6,8,3.73
7273,ANS03,Anser anser,Ánsar común,H,2020-01-30T22:01:48Z,2020-01-30 23:01:48,-6.247981,36.906044,745191.3,4087987.3,1.3,6,3.8
7274,ANS03,Anser anser,Ánsar común,H,2020-01-30T23:00:36Z,2020-01-31 00:00:36,-6.248583,36.905667,745138.9,4087943.8,1.9,5,3.67
7275,ANS03,Anser anser,Ánsar común,H,2020-01-31T00:02:07Z,2020-01-31 01:02:07,-6.249482,36.906301,745056.7,4088011.9,2.5,12,3.73
7276,ANS03,Anser anser,Ánsar común,H,2020-01-31T01:02:26Z,2020-01-31 02:02:26,-6.24883,36.906022,745115.7,4087982.6,1.3,12,3.75
7277,ANS03,Anser anser,Ánsar común,H,2020-01-31T02:01:56Z,2020-01-31 03:01:56,-6.249039,36.905892,745097.5,4087967.6,1.9,10,3.74
7278,ANS03,Anser anser,Ánsar común,H,2020-01-31T03:00:39Z,2020-01-31 04:00:39,-6.249219,36.906168,745080.6,4087997.8,1.5,11,3.76
7279,ANS03,Anser anser,Ánsar común,H,2020-01-31T04:01:43Z,2020-01-31 05:01:43,-6.249331,36.906074,745070.9,4087987.1,2.7,12,3.74
7280,ANS03,Anser anser,Ánsar común,H,2020-01-31T05:00:31Z,2020-01-31 06:00:31,-6.248195,36.906131,745172.0,4087996.4,1.6,12,3.73
7281,ANS03,Anser anser,Ánsar común,H,2020-01-31T06:00:11Z,2020-01-31 07:00:11,-6.248535,36.906486,745140.5,4088034.9,2.0,11,3.78
7282,ANS03,Anser anser,Ánsar común,H,2020-01-31T07:01:32Z,2020-01-31 08:01:32,-6.151548,37.038078,753346.5,4102891.6,0.9,12,3.91
7283,ANS03,Anser anser,Ánsar común,H,2020-01-31T08:00:20Z,2020-01-31 09:00:20,-6.152031,37.03709,753306.8,4102780.7,1.6,10,3.97
7284,ANS03,Anser anser,Ánsar común,H,2020-01-31T09:02:26Z,2020-01-31 10:02:26,-6.150919,37.035959,753409.5,4102658.1,1.5,11,4.05
7285,ANS03,Anser anser,Ánsar común,H,2020-01-31T10:02:10Z,2020-01-31 11:02:10,-6.153893,37.036045,753144.7,4102659.7,2.1,8,4.02
7286,ANS03,Anser anser,Ánsar común,H,2020-01-31T11:00:01Z,2020-01-31 12:00:01,-6.153731,37.033817,753166.4,4102412.9,1.4,10,4.04
7287,ANS03,Anser anser,Ánsar común,H,2020-01-31T12:01:16Z,2020-01-31 13:01:16,-6.149522,37.030213,753552.9,4102024.2,2.5,9,4.13
7288,ANS03,Anser anser,Ánsar común,H,2020-01-31T13:00:47Z,2020-01-31 14:00:47,-6.150262,37.030945,753484.7,4102103.5,2.5,12,4.09
7289,ANS03,Anser anser,Ánsar común,H,2020-01-31T14:00:25Z,2020-01-31 15:00:25,-6.146799,37.031816,753789.8,4102209.4,1.1,8,4.07
7290,ANS03,Anser anser,Ánsar común,H,2020-01-31T15:00:49Z,2020-01-31 16:00:49,-6.151902,37.03514,753324.8,4102564.6,3.1,11,4.01
7291,ANS03,Anser anser,Ánsar común,H,2020-01-31T16:01:12Z,2020-01-31 17:01:12,-6.15124,37.030419,753399.3,4102042.5,1.0,10,3.96
7292,ANS03,Anser anser,Ánsar común,H,2020-01-31T17:00:53Z,2020-01-31 18:00:53,-6.152052,37.030914,753325.5,4102095.2,2.6,6,3.86
7293,ANS03,Anser anser,Ánsar común,H,2020-01-31T18:01:22Z,2020-01-31 19:01:22,-6.248981,36.905959,745102.5,4087975.3,1.7,11,3.87
7294,ANS03,Anser anser,Ánsar común,H,2020-01-31T19:01:48Z,2020-01-31 20:01:48,-6.248814,36.906197,745116.5,4088002.0,0.9,8,3.74
7295,ANS03,Anser anser,Ánsar común,H,2020-01-31T20:00:53Z,2020-01-31 21:00:53,-6.248672,36.906197,745129.3,4088002.5,1.3,9,3.69
7296,ANS03,Anser anser,Ánsar común,H,2020-01-31T21:02:03Z,2020-01-31 22:02:03,-6.248485,36.906037,745146.4,4087985.2,1.5,5,3.71
7297,ANS03,Anser anser,Ánsar común,H,2020-01-31T22:01:47Z,2020-01-31 23:01:47,-6.249247,36.9061,745078.3,4087990.2,1.0,6,3.75
7298,ANS03,Anser anser,Ánsar común,H,2020-01-31T23:00:40Z,2020-02-01 00:00:40,-6.249177,36.905779,745085.6,4087954.8,1.0,7,3.76
7299,ANS03,Anser anser,Ánsar común,H,2020-02-01T00:00:56Z,2020-02-01 01:00:56,-6.248231,36.905964,745169.3,4087977.7,2.5,7,3.7
7300,ANS03,Anser anser,Ánsar común,H,2020-02-01T01:00:32Z,2020-02-01 02:00:32,-6.248324,36.906072,745160.6,4087989.4,2.0,6,3.72
7301,ANS03,Anser anser,Ánsar común,H,2020-02-01T02:01:33Z,2020-02-01 03:01:33,-6.249272,36.905949,745076.6,4087973.4,1.8,12,3.79
7302,ANS03,Anser anser,Ánsar común,H,2020-02-01T03:02:12Z,2020-02-01 04:02:12,-6.248178,36.90641,745172.6,4088027.3,1.3,10,3.72
7303,ANS03,Anser anser,Ánsar común,H,2020-02-01T04:00:00Z,2020-02-01 05:00:00,-6.248557,36.90583,745140.7,4087962.0,2.5,7,3.74
7304,ANS03,Anser anser,Ánsar común,H,2020-02-01T05:01:04Z,2020-02-01 06:01:04,-6.249349,36.906047,745069.4,4087984.1,2.0,11,3.75
7305,ANS03,Anser anser,Ánsar común,H,2020-02-01T06:02:21Z,2020-02-01 07:02:21,-6.248042,36.906163,745185.5,4088000.3,1.5,12,3.89
7306,ANS03,Anser anser,Ánsar común,H,2020-02-01T07:02:04Z,2020-02-01 08:02:04,-6.013699,37.03117,765634.1,4102501.4,2.0,12,3.9
7307,ANS03,Anser anser,Ánsar común,H,2020-02-01T08:00:07Z,2020-02-01 09:00:07,-6.014634,37.030058,765554.8,4102375.4,2.5,9,3.95
7308,ANS03,Anser anser,Ánsar común,H,2020-02-01T09:01:40Z,2020-02-01 10:01:40,-6.011925,37.03278,765786.4,4102685.0,1.6,12,4.06
7309,ANS03,Anser anser,Ánsar común,H,2020-02-01T10:00:44Z,2020-02-01 11:00:44,-6.015395,37.032208,765479.6,4102611.9,2.7,6,4.07
7310,ANS03,Anser anser,Ánsar común,H,2020-02-01T11:00:55Z,2020-02-01 12:00:55,-6.012182,37.032408,765764.8,4102643.1,2.7,7,4.09
7311,ANS03,Anser anser,Ánsar común,H,2020-02-01T12:02:12Z,2020-02-01 13:02:12,-6.015079,37.031278,765511.0,4102509.6,1.8,7,4.07
7312,ANS03,Anser anser,Ánsar común,H,2020-02-01T13:00:02Z,2020-02-01 14:00:02,-6.014013,37.031105,765606.4,4102493.3,2.0,9,4.06
7313,ANS03,Anser anser,Ánsar común,H,2020-02-01T14:00:33Z,2020-02-01 15:00:33,-6.017452,37.029212,765307.1,4102273.7,1.6,5,4.07
7314,ANS03,Anser anser,Ánsar común,H,2020-02-01T15:00:14Z,2020-02-01 16:00:14,-6.012535,37.032342,765733.6,4102634.7,1.9,12,4.08
7315,ANS03,Anser anser,Ánsar común,H,2020-02-01T16:00:13Z,2020-02-01 17:00:13,-6.018934,37.031374,765167.6,4102509.4,1.0,12,3.96
7316,ANS03,Anser anser,Ánsar común,H,2020-02-01T17:01:43Z,2020-02-01 18:01:43,-6.249017,36.906345,745098.0,4088018.0,2.0,5,3.84
7317,ANS03,Anser anser,Ánsar común,H,2020-02-01T18:01:41Z,2020-02-01 19:01:41,-6.248895,36.905786,745110.7,4087956.3,1.9,12,3.75
7318,ANS03,Anser anser,Ánsar común,H,2020-02-01T19:01:37Z,2020-02-01 20:01:37,-6.249212,36.906713,745079.4,4088058.3,1.4,9,3.78
7319,ANS03,Anser anser,Ánsar común,H,2020-02-01T20:02:29Z,2020-02-01 21:02:29,-6.248612,36.906136,745134.8,4087995.8,2.2,10,3.76
7320,ANS03,Anser anser,Ánsar común,H,2020-02-01T21:00:32Z,2020-02-01 22:00:32,-6.248841,36.906597,745112.9,4088046.4,1.5,11,3.78
7321,ANS03,Anser anser,Ánsar común,H,2020-02-01T22:01:08Z,2020-02-01 23:01:08,-6.248585,36.905738,745138.5,4087951.7,1.7,9,3.74
